Column1,새주소,지번주소,X,Y,콘텐츠 명,구명,상세정보 값 1
0,이화장길 99,종로구 동숭동 187-12,127.0042742,37.5796904,이랑씨어터,종로구,공연장
2,세종대로 175 세종이야기,종로구 세종로 81-3,126.9760547,37.57221735,세종체임버홀,종로구,공연장
3,세종대로 175 세종이야기,종로구 세종로 81-3,126.9760547,37.57221735,세종M씨어터,종로구,공연장
4,동숭길 122,종로구 동숭동 1-5,127.0036829,37.58366283,동숭아트센터,종로구,공연장
5,종로33길 15,종로구 연지동 270,127.0012071,37.57189146,연강홀,종로구,공연장
6,대학로8길 7,종로구 동숭동 1-111,127.0029591,37.58119107,아르코예술극장대극장,종로구,공연장
7,대학로8길 7,종로구 동숭동 1-111,127.0029591,37.58119107,아르코예술극장소극장,종로구,공연장
8,동숭길 122,종로구 동숭동 1-5,127.0036829,37.58366283,동숭아트센터 소극장,종로구,공연장
9,대학로5길 3-2,종로구 연건동 132-1,127.0017486,37.57818268,극단 연단,종로구,공연장
10,지봉로5길 7-5,종로구 창신동 222-8,127.0144689,37.57350761,종로구민회관 대강당,종로구,공연장
11,대학로12길 38,종로구 동숭동 1-81,127.0037181,37.58248513,정보소극장,종로구,공연장
12,대학로 60,종로구 연건동 178-1,127.0025675,37.57651585,대학로극장,종로구,공연장
13,대학로 60,종로구 연건동 178-1,127.0025675,37.57651585,청운글로브극장,종로구,공연장
14,동숭4길 16-3,종로구 동숭동 12-6,127.0045608,37.58330525,단막극장,종로구,공연장
15,성균관로 87,종로구 명륜1가 5,126.998279,37.58997235,극단연우무대,종로구,공연장
16,새문안로 75,종로구 신문로1가 57,126.9729506,37.57063115,금호아트홀,종로구,공연장
17,자하문로 242,종로구 부암동 208-71,126.9640843,37.59573639,부암아트홀,종로구,공연장
18,창경궁로 254,종로구 명륜2가 41-4,127.0000055,37.58369193,한성아트홀 1관,종로구,공연장
19,창경궁로 254,종로구 명륜2가 41-4,127.0000055,37.58369193,한성아트홀 2관,종로구,공연장
20,대학로12길 15,종로구 동숭동 1-54,127.003,37.583,극단 아룽구지,종로구,공연장
21,동숭길 39,종로구 동숭동 1-53,127.0030415,37.58276519,(봄날아트홀) 소극장아리랑,종로구,공연장
22,성균관로 91,종로구 혜화동 1-21,126.9988294,37.59034921,국민생활관소극장,종로구,공연장
23,대학로12길 63,종로구 동숭동 1-89,127.0040084,37.58122993,까망소극장,종로구,공연장
24,대학로 132,종로구 동숭동 1-35,127.0020738,37.58308759,아티스탄홀,종로구,공연장
25,대학로9길 18,종로구 명륜4가 111-2,127.000835,37.58183982,소극장축제,종로구,공연장
26,대학로 116,종로구 동숭동 1-115,127.0023248,37.5815401,샘터파랑새극장,종로구,공연장
27,창경궁로 258-12,종로구 명륜2가 21-18,127.0004013,37.583727,열린극장,종로구,공연장
28,세종대로 175 세종이야기,종로구 세종로 81-3,126.9760547,37.57221735,세종문화회관대극장,종로구,공연장
29,동숭길 125,종로구 동숭동 1-42,127.0032759,37.58328831,상상Art Blue,종로구,공연장
30,대학로12길 46,종로구 동숭동 1-79,127.0030294,37.5839267,학전그린소극장,종로구,공연장
31,대학로12길 46,종로구 동숭동 1-79,127.0037129,37.58207964,학전블루소극장,종로구,공연장
32,대학로10길 24,종로구 동숭동 1-97,127.003516,37.58160288,SM틴틴홀,종로구,공연장
33,대학로10길 11,종로구 동숭동 1-61,127.0027871,37.58188163,세우아트센타,종로구,공연장
34,대학로8가길 129,종로구 동숭동 1-133,127.0034992,37.58031594,물빛극장,종로구,공연장
35,창경궁로 263,종로구 명륜2가 8-1,127.0003524,37.58486853,예술극장 나무와물,종로구,공연장
36,대학로8가길 79,종로구 동숭동 1-74,127.0035269,37.58248645,an 아트홀 대학로관,종로구,공연장
37,동숭길 55,종로구 동숭동 1-145,127.004145,37.58076488,르?메이에르 소극장,종로구,공연장
38,대학로8가길 85,종로구 동숭동 1-80,127.0036298,37.58227032,문화공간 필링 1관,종로구,공연장
39,대학로8가길 111,종로구 동숭동 1-100,127.0035067,37.58099211,갈갈이홀,종로구,공연장
40,동숭길 25,종로구 동숭동 1-140,127.0036837,37.57992671,알과핵소극장,종로구,공연장
41,동숭길 133,종로구 동숭동 1-38,127.002714,37.58334482,상명Art Hall,종로구,공연장
42,대학로12길 31,종로구 동숭동 1-45,127.0036005,37.58275553,피엠씨대학로자유극장,종로구,공연장
43,동숭길 143,종로구 동숭동 1-37,127.0024308,37.58325156,신연아트홀,종로구,공연장
44,율곡로3길 87,종로구 소격동 144-2,126.9818254,37.57941676,아트선재센타,종로구,공연장
45,돈화문로 15,종로구 관수동 59-7,126.9917799,37.56979196,점프전용관,종로구,공연장
46,이화장길 26,종로구 이화동 139,127.0039214,37.57662244,예술마당4관,종로구,공연장
47,이화장길 26,종로구 이화동 139,127.0039214,37.57662244,예술마당1관,종로구,공연장
48,이화장길 26,종로구 이화동 139,127.0039214,37.57662244,예술마당2관,종로구,공연장
49,이화장길 26,종로구 이화동 139,127.0039214,37.57662244,예술마당3관,종로구,공연장
50,새문안로75,종로구 신문로1가 57,126.973,37.571,문호아트홀,종로구,공연장
51,대학로 60,종로구 연건동 178-1,127.0025675,37.57651585,김동수플레이하우스,종로구,공연장
52,대학로14길 29,종로구 혜화동 163-24,127.0023203,37.58460571,동그라미극장,종로구,공연장
53,대학로14길 29,종로구 혜화동 163-24,127.0023203,37.58460571,세모극장,종로구,공연장
54,대학로14길 29,종로구 혜화동 163-24,127.0023203,37.58460571,네모극장,종로구,공연장
55,우정국로 55,종로구 견지동 45,126.982,37.574,전통문화예술공연장,종로구,공연장
56,대학로8가길 85,종로구 동숭동 1-80,127.0036298,37.58227032,문화공간 필링 2관,종로구,공연장
57,김상옥로 37 연동교회,종로구 연지동 136-12,127.0015886,37.57356736,열림홀,종로구,공연장
58,광나루로 458,광진구 화양동 303-1,127.0806971,37.54424608,청암전시관,광진구,미술관
59,대학로10길 26,종로구 동숭동 1-96,127.0037063,37.58160038,동키홀,종로구,공연장
60,인왕산로1길 21,종로구 사직동 284-1,126.9646504,37.57426934,광화문아트홀,종로구,공연장
61,종로33길 15,종로구 연지동 270,127.0012071,37.57189146,두산아트센터 Space111,종로구,공연장
62,혜화로 10-3,종로구 혜화동 74-38,127.0004765,37.58663737,소극장 모시는 사람들,종로구,공연장
63,혜화로5길 5,종로구 명륜1가 46-11,126.9997523,37.58682092,선돌극장,종로구,공연장
64,혜화로9길 7,종로구 명륜1가 36-4,126.9993922,37.5876973,나온씨어터,종로구,공연장
65,삼일대로 428,종로구 낙원동 284-6,126.98779,37.57256886,사랑하면 춤을춰라 전용관,종로구,공연장
66,대학로10길 17,종로구 동숭동 1-67,127.0031649,37.58208038,대학로예술극장 ,종로구,공연장
67,대학로10길 17,종로구 동숭동 1-67,127.0031649,37.58208038,대학로예술극장 소극장,종로구,공연장
68,대학로12길 69,종로구 동숭동 1-92,127.0039442,37.58102547,에스엠아트홀,종로구,공연장
69,이화장길 100,종로구 동숭동 187-8,127.0046483,37.57979685,대학로예술극장 3관,종로구,공연장
70,대학로12길 83,종로구 동숭동 1-181,127.0039331,37.58025919,대학로 아트원씨어터 1관,종로구,공연장
71,대학로12길 83,종로구 동숭동 1-181,127.0039331,37.58025919,대학로 아트원씨어터 2관,종로구,공연장
72,대학로 144,종로구 혜화동 185,127.0021514,37.58395869,한양레퍼토리씨어터,종로구,공연장
73,창덕궁길 29-4,종로구 원서동 157-1,126.9889684,37.57895262,북촌아트홀,종로구,공연장
74,성균관로 87,종로구 명륜1가 5,126.998279,37.58997235,Ground-SYN(그라운드 씬),종로구,공연장
75,대학로10길 5,종로구 동숭동 1-60,127.0025572,37.58188562,해피씨어터,종로구,공연장
76,대학로12길 73,종로구 동숭동 1-144,127.0039562,37.58076841,컬처스페이스 엔유(쁘띠첼 씨어터),종로구,공연장
77,대학로10길 5,종로구 동숭동 1-60,127.0025572,37.58188562,대학로바탕골소극장,종로구,공연장
78,대학로 116,종로구 동숭동 1-115,127.0023248,37.5815401,샘터파랑새극장2관,종로구,공연장
79,혜화로6길 9,종로구 혜화동 15-29,127.0004378,37.5874448,게릴라극장,종로구,공연장
80,대명1길 20,종로구 명륜4가 69-1,127.0006326,37.58269157,피카소 소극장,종로구,공연장
81,대학로11길 23,종로구 명륜4가 113-1,127.0004657,37.58207201,대학로스타시티 오씨어터,종로구,공연장
82,대학로11길 23,종로구 명륜4가 113-1,127.0004657,37.58207201,대학로스타시티 TM Stage,종로구,공연장
83,대학로11길 23,종로구 명륜4가 113-1,127.0004657,37.58207201,대학로스타시티 SM Stage,종로구,공연장
84,동숭길 126,종로구 동숭동 1-6,127.003,37.584,동덕코튼홀,종로구,공연장
85,대학로 19,종로구 연지동 136-46,127.0015908,37.57290943,파라디소,종로구,공연장
86,동숭길 50,종로구 동숭동 130-47,127.0045667,37.5805814,마로니에극장,종로구,공연장
87,창덕궁길 29-38,종로구 원서동 174,126.9884336,37.57883802,북촌나래홀,종로구,공연장
88,대학로12길 83,종로구 동숭동 1-181,127.0039331,37.58025919,대학로아트원씨어터3관,종로구,공연장
89,대학로 146,종로구  혜화동 90-18,127.0020615,37.58424267,소리아트홀3관,종로구 ,공연장
90,대학로 146,종로구  혜화동 90-18,127.002,37.584,소리아트홀1관,종로구 ,공연장
91,대학로 146,종로구  혜화동 90-18,127.002,37.584,소리아트홀2관,종로구 ,공연장
92,대학로8가길 36,종로구 동숭동 1-57,127.0024383,37.58249512,뮤디스홀,종로구,공연장
93,동숭길 133,종로구 동숭동 1-38,127.002714,37.58334482,상명 Art Hall 2관,종로구,공연장
94,동숭길 68,종로구 동숭동 128-5,127.0042999,37.58132836,키득키득아트홀,종로구,공연장
95,자하문로 82,종로구 효자동 70-1,126.9706823,37.58334596,경복궁아트홀,종로구,공연장
96,삼일대로 386 ,종로구 관철동 33-1,126.9881348,37.56895369,시네코아1관,종로구,공연장
97,삼일대로 386 ,종로구 관철동 33-1,126.9881348,37.56895369,시네코아2관,종로구,공연장
98,이화장길 86-8,종로구 동숭동 192-10,127.0049096,37.57892336,중앙대학교 공연예술원 스튜디오시어터,종로구,공연장
99,인사동길 34-1,종로구 관훈동 21,126.9855682,37.5738514,인사동 소극장 움터,종로구,공연장
100,대학로 57,종로구 연건동 128-8,127.0014448,37.57653376,홍익대 대학로 아트센터 대극장,종로구,공연장
101,대학로 57,종로구 연건동 128-8,127.0014448,37.57653376,홍익대 대학로 아트센터 소극장,종로구,공연장
102,대학로 89,종로구 연건동 39,127.0017795,37.57916707,SJA HALL,종로구,공연장
103,동숭길 100,종로구 동숭동 25-5,127.0043944,37.58286963,대학로뮤지컬센터 대극장,종로구,공연장
104,동숭길 100,종로구 동숭동 25-5,127.0043944,37.58286963,대학로뮤지컬센터 중극장,종로구,공연장
105,대학로12길 64,종로구 동숭동 1-94,127.0037007,37.58119498,유니플렉스 1관,종로구,공연장
106,대학로12길 64,종로구 동숭동 1-94,127.0037007,37.58119498,유니플렉스 2관,종로구,공연장
107,대학로12길 64,종로구 동숭동 1-94,127.0037007,37.58119498,유니플렉스 3관,종로구,공연장
108,장충단로 59,중구 장충동2가 산 14-67,127.000114,37.55286439,국립중앙극장 해오름극장,중구,공연장
109,장충단로 59,중구 장충동2가 산 14-67,127.000114,37.55286439,국립중앙극장 달오름극장,중구,공연장
110,장충단로 59,중구 장충동2가 산 14-67,127.000114,37.55286439,국립중앙극장 별오름극장,중구,공연장
111,장충단로 59,중구 장충동2가 산 14-67,127.000114,37.55286439,국립중앙극장 하늘극장,중구,공연장
112,퇴계로 387 충무아트홀,중구 흥인동 131,127.0148437,37.56592307,충무아트홀 대극장,중구,공연장
113,퇴계로 387 충무아트홀,중구 흥인동 131,127.0148437,37.56592307,충무아트홀 중극장 블랙,중구,공연장
114,퇴계로 387 충무아트홀,중구 흥인동 131,127.0148437,37.56592307,충무아트홀 소극장 블루,중구,공연장
115,명동8길 27 엠 플라자,중구 명동2가 31-1,126.9851455,37.56249227,해치홀,중구,공연장
116,명동길 35 명동예술극장,중구 명동1가 54,126.9842004,37.56396999,명동예술극장,중구,공연장
117,정동길 43,중구 정동 8-11,126.9728677,37.56587251,정동극장,중구,공연장
118,정동길 3,중구 정동 22,126.9699623,37.56816665,강북정동웨딩극장,중구,공연장
119,새문안로 22,중구 충정로1가 68,126.9686732,37.56709891,문화일보홀,중구,공연장
120,소파로 138,중구 예장동 8-19,126.9883248,37.55895426,남산예술센터(드라마센터),중구,공연장
121,명동길 26,중구 명동2가 50-14,126.9837455,37.56344718,명동난타극장,중구,공연장
122,남대문시장10길 2,중구 회현동1가 204,126.9796007,37.56036952,메사팝콘홀,중구,공연장
123,퇴계로36길 10 한국의집,중구 필동2가 80-2,126.9946109,37.56019568,한국의집 민속극장,중구,공연장
124,세종대로19길 16,중구 정동 3-7,126.975901,37.566778,세실극장,중구,공연장
125,퇴계로34길 28,중구 필동2가 84-1,126.9939971,37.55836448,남산국악당,중구,공연장
126,삼일대로9길 12,중구 저동1가 20-2,126.9879683,37.56346966,삼일로창고극장,중구,공연장
127,마른내로 47 명보극장,중구 초동 18-5,126.9932167,37.5646809,명보아트홀 하람홀,중구,공연장
128,마른내로 47 명보극장,중구 초동 18-5,126.9932167,37.5646809,명보아트홀 다온홀,중구,공연장
129,마른내로 47 명보극장,중구 초동 18-5,126.9932167,37.5646809,명보아트홀 가온홀,중구,공연장
130,통일로 120,중구 충정로1가 85,126.9675269,37.56585168,NH아트홀,중구,공연장
131,필동로1길 30 ,중구 필동3가 26,127.0005738,37.55838514,동국대 이해랑예술극장,중구,공연장
132,동호로 272,중구 장충동2가 190-10,127.0037538,37.55931022,스테이지팩토리  홀,중구,공연장
133,정동길 3,중구 정동 22-8,126.970142,37.56798417,경향 아트힐 4관,중구,공연장
134,정동길 3,중구 정동 22-8,126.970142,37.56798417,경향 아트힐 6관,중구,공연장
135,정동길 3,중구 정동 22-8,126.970142,37.56798417,경향 아트힐 5관,중구,공연장
136,정동길3,중구 정동 22,126.9917799,37.56979196,JUMP 전용극장,중구,공연장
137,서빙고로 137 국립중앙박물관,용산구 용산동6가 168-6,126.982,37.523,극장  용,용산구,공연장
138,이태원로 294,용산구 한남동 727-56,127.0026313,37.54069739,블루스퀘어 뮤지컬공연장,용산구,공연장
139,이태원로 294,용산구 한남동 727-56,127.0026313,37.54069739,블루스퀘어 콘서트공연장,용산구,공연장
140,녹사평대로 150,용산구 이태원동 34-87,126.9901628,37.53255715,용산아트홀  대극장 미르,용산구,공연장
141,녹사평대로 150,용산구 이태원동 34-87,126.9901628,37.53255715,용산아트홀  소극장 가람,용산구,공연장
142,장문로6길 93,용산구 동빙고동 1-54,126.9959989,37.52619422,Project  Box '시야',용산구,공연장
144,왕십리로 281,성동구 행당동 142-16,127.0361049,37.55935938,소월아트홀,성동구,공연장
146,뚝섬로1길 43,성동구 성수동1가 656-323,127.0469559,37.54541178,성수아트홀,성동구,공연장
147,능동로 120,광진구 화양동 1,127.0737096,37.54253663,건국대학교  새천년대공연장,광진구,공연장
148,능동로 76 광진문화예술회관,광진구 자양동 227-344,127.0706338,37.53751439,나루아트센터  대공연장,광진구,공연장
149,능동로 76 광진문화예술회관,광진구 자양동 227-344,127.0706338,37.53751439,나루아트센터  소공연장,광진구,공연장
150,구천면로 20,광진구 광장동 319-33,127.1080354,37.54573076,유니클로  악스,광진구,공연장
151,능동로 209,광진구 군자동 98,127.074102,37.55068776,세종대학교  대양홀,광진구,공연장
152,능동로 216,광진구 능동 18,127.0815522,37.54959137,(주)돔아트홀(와팝홀),광진구,공연장
153,워커힐로 177,광진구 광장동 21,127.1113061,37.55568275,워커힐  씨어터,광진구,공연장
154,천호대로 664 선화예술중고등학교,광진구 능동 25,127.0873208,37.55039147,유니버설아트센터,광진구,공연장
155,광나루로 447,광진구 능동 18-11,127.0778173,37.54679677,어린이회관  무지개극장,광진구,공연장
156,아차산로 272 스타시티 2층,광진구 자양동 227-7,127.0726156,37.53779794,롯데시네마 건대입구관(제5관),광진구,공연장
157,구천면로 2,광진구 광장동 313-3,127.1064951,37.54618505,서울시립광진청소년수련관대극장,광진구,공연장
158,능동로 110,광진구 화양동 4-20,127.0713984,37.5406649,스타시티  아트홀,광진구,공연장
159,구의강변로 38,광진구 구의동 595,127.0918699,37.53416161,동서울아트홀,광진구,공연장
160,용마산로 215 면목근로청소년아파트,중랑구 면목4동 378-5,127.0853409,37.57354571,중랑구민회관,중랑구,공연장
161,동소문로 177,성북구 돈암동 51-49,127.0214218,37.59779656,아리랑아트홀,성북구,공연장
162,대사관로 3,성북구 성북동 330-115,126.9843071,37.59713857,삼청각,성북구,공연장
163,한천로95길 7,성북구 장위동 135-2,127.055822,37.61749723,성북청소년수련관,성북구,공연장
164,화랑로32길 146-20,성북구 석관동 산 1-5,127.0560088,37.60381819,한국예술종합학교(중극장),성북구,공연장
165,화랑로32길 146-20,성북구 석관동 산 1-5,127.0560088,37.60381819,한국예술종합학교(소극장),성북구,공연장
166,삼선교로 14,성북구 삼선동1가 35,127.0072954,37.5875737,극장 봄,성북구,공연장
167,삼각산로 85,강북구 수유동 360-10,127.0134065,37.64078798,강북문화예술회관  대공연장,강북구,공연장
168,월계로 173 북서울꿈의숲,강북구 번동 산 28-6,127.04088,37.62097093,북서울 꿈의 숲 아트센터 콘서트홀,강북구,공연장
169,월계로 173 북서울꿈의숲,강북구 번동 산 28-6,127.04088,37.62097093,북서울 꿈의 숲 아트센터 퍼포먼스홀,강북구,공연장
170,도봉로 552,도봉구 창5동 303,127.0386088,37.65409869,도봉구민회관  대강당,도봉구,공연장
171,도봉로 552,도봉구 창5동 303,127.0386088,37.65409869,도봉구민회관  소공연장,도봉구,공연장
172,노해로69길 132,도봉구 창4동 1-6,127.0507971,37.65713369,시립창동문화체육센터 공연장,도봉구,공연장
173,광운로1길 24,노원구 월계동 447-1,127.0596531,37.61969955,광운대학교  문화관 대극장,노원구,공연장
174,중계로 181,노원구 중계본동 364-3,127.0799699,37.65015836,노원문화예술회관  대공연장,노원구,공연장
175,중계로 181,노원구 중계본동 364-3,127.08,37.65,노원문화예술회관  소공연장,노원구,공연장
176,섬밭로 258,노원구 중계동 506-1,127.0647346,37.63882122,옴니아트홀,노원구,공연장
177,노해로 502,노원구 상계동 723,127.0636714,37.65444893,노원어울림극장,노원구,공연장
178,녹번로 16,은평구 녹번동 85-4,126.9283547,37.60391345,은평구문화예술회관,은평구,공연장
179,명물길 12-4,서대문구 창천동 18-29,126.9371935,37.55630215,The  stage(더스테이지),서대문구,공연장
180,이화여대길 52,서대문구 대현동 11-1,126.9474325,37.56254832,ECC  삼성홀,서대문구,공연장
181,충정로 7,서대문구 충정로3가 476,126.9622394,37.56012256,충정로  난타극장,서대문구,공연장
182,백련사길 39,서대문구 홍은동 산 26-155,126.9315078,37.58081499,서대문문화체육회관,서대문구,공연장
183,신촌역로 13,서대문구 대현동 104-1,126.9425083,37.55779806,퀸라이브홀,서대문구,공연장
184,신촌로 129,서대문구 창천동 20-24,126.9405264,37.55653557,무빙온,서대문구,공연장
185,대흥로20길 28,마포구 대흥동 30-3,126.9455438,37.54997544,마포아트센터 아트홀맥,마포구,공연장
186,와우산로 148 창무예술원,마포구 창전동 5-92,126.9296608,37.55412236,포스트극장,마포구,공연장
187,와우산로 121 삼진제약사옥,마포구 서교동 338-8,126.927,37.554,에스제이비보이극장,마포구,공연장
188,어울마당로 65,마포구 서교동 367-5,126.9210197,37.55099138,상상마당 라이브홀,마포구,공연장
189,창전로 14 CJ아지트,마포구 신정동 145-9,126.9301967,37.5442457,씨제이아지트(CJ azit),마포구,공연장
190,신촌로20길 19,마포구 노고산동 33-22,126.9384863,37.5544703,소통홀,마포구,공연장
191,대흥로20길 28,마포구 대흥동 30-3,126.9455438,37.54997544,마포아트센터 플레이맥,마포구,공연장
192,와우산로 157,마포구 서교동 327-9,126.9294268,37.55592658,소극장 산울림,마포구,공연장
193,어울마당로 94-8,마포구 서교동 358-116,126.9221447,37.55310548,블루라이트 라이브 홀,마포구,공연장
194,독막로2길 30,마포구 합정동 372-17,126.9142959,37.5472839,얘기 아트 시어터,마포구,공연장
195,월드컵북로2길 49,마포구 동교동 158-2,126.9230363,37.55721935,가톨릭청년회관 CY씨어터,마포구,공연장
196,어울마당로 35,마포구 서교동 402-22,126.920118,37.5484769,롤링홀,마포구,공연장
197,양화로12길 6,마포구 서교동 395-152,126.9174934,37.55165078,프리즘,마포구,공연장
198,양화로16길 29,마포구 서교동 357-4,126.9212297,37.55325314,홍대난타극장,마포구,공연장
199,와우산로18길 30,마포구 서교동 360-14,126.9240567,37.5514569,Junyfore 디딤홀,마포구,공연장
200,홍익로 25,마포구 서교동 356-1,126.9221022,37.55442705,브이홀,마포구,공연장
201,월드컵로26길 39,마포구 성산동 249-10,126.9099171,37.55947007,성미산마을극장,마포구,공연장
202,포은로 14,마포구 합정동 393-18,126.909292,37.54947381,불과얼음 뮤지컬 워크숍극장,마포구,공연장
203,양화로 45,마포구 서교동 490,126.9135188,37.54912481,롯데카드 아트홀,마포구,공연장
204,양화로 45,마포구 서교동 490,126.9135188,37.54912481,롯데카드 아트스페이스,마포구,공연장
205,독막로15길 3-12,마포구 상수동 313-3,126.9215112,37.54846771,아트홀 베짱이,마포구,공연장
206,신촌로20길 20,마포구 노고산동 31-39,126.9382422,37.55436065,볼륨일레븐,마포구,공연장
207,양화로 19,마포구 합정동 471,126.911,37.549,LIG아트홀,마포구,공연장
208,양화로 100-10,마포구 서교동 372-5,126.9189683,37.55250833,인디팍,마포구,공연장
209,와우산로 117 eG PLUS 오피스텔,마포구 서교동 338-39,126.926381,37.55361929,김대범소극장,마포구,공연장
210,목동서로 367,양천구 신정동 322,126.8632464,37.51654706,양천문화회관,양천구,공연장
211,목동서로 143,양천구 목1동 918,126.8754686,37.53073426,목동청소년수련관,양천구,공연장
212,목동동로 233,양천구 목동 923-5,126.8714904,37.52695673,브로드홀(방송회관),양천구,공연장
213,오목로 169,양천구 신정4동 917-21,126.8561946,37.52520876,드라폼(Draform),양천구,공연장
214,우장산로 66,강서구 내발산동 산 19-1,126.8416179,37.55195727,강서구민회관  우장홀,강서구,공연장
215,가마산로25길 33,구로구 구로5동 102,126.8895396,37.49694601,구로구민회관  대강당,구로구,공연장
216,새말로 97,구로구 구로5동 3-25,126.8903024,37.50697055,프라임아트홀,구로구,공연장
217,가마산로25길 9-24,구로구 구로동 101,126.8889471,37.49655651,구로아트밸리예술극장,구로구,공연장
218,구로중앙로 134,구로구 구로5동 501,126.8840927,37.499897,상상나눔씨어터(예술나무씨어터),구로구,공연장
219,경인로 662,구로구 신도림동 692,126.8888803,37.50858272,통통이소극장,구로구,공연장
220,경인로 662,구로구 신도림동 692,126.8888803,37.50858272,스페이스신도림(디큐브아트센터),구로구,공연장
