관리기관명,소재지도로명주소,소재지지번주소,설치목적구분, 카메라대수 ,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도 ,경도,데이터기준일자
서울특별시동작구청,서울특별시 동작구 장승배기로23길 10,,생활방범,3,,,,,02-820-2906,37.510141,126.939452,2020.3.24
서울특별시동작구청,서울특별시 동작구 노량진로8길 40 마당쇠숯불갈비,,생활방범,3,,,,,02-820-2906,37.512401,126.937588,2020.3.24
서울특별시동작구청,서울특별시 동작구 장승배기로18길 27,,생활방범,3,,,,,02-820-2906,37.507402,126.941599,2020.3.24
서울특별시동작구청,서울특별시 동작구 만양로14다길 7,,생활방범,1,,,,,02-820-2906,37.511299,126.94531,2020.3.24
서울특별시동작구청,서울특별시 동작구 장승배기로22길 44(노량진2동 226-15),,생활방범,1,,,,,02-820-2906,37.508595,126.941561,2020.3.24
서울특별시동작구청,서울특별시 동작구 장승배기로19다길 24(노량진2동 302-27),,생활방범,1,,,,,02-820-2906,37.509271,126.937572,2020.3.24
서울특별시동작구청,서울특별시 동작구 장승배기로24가길 39(노량진1동 232-52),,생활방범,1,,,,,02-820-2906,37.511253,126.942072,2020.3.24
서울특별시동작구청,서울특별시 동작구 노량진로26길 65(노량진1동 485-2),,생활방범,1,,,,,02-820-2906,37.5097,126.955522,2020.3.24
서울특별시동작구청,서울특별시 동작구 노량진로18길 20(노량진1동 408-1),,생활방범,3,,,,,02-820-2906,37.511993,126.95097,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로60길 35(상도1동 126-65) 동녘빌라,,생활방범,3,,,,,02-820-2906,37.492257,126.954596,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로67길 20(상도1동 504-13) 할인마트,,생활방범,4,,,,,02-820-2906,37.494556,126.956525,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로41가길 6(상도1동 465),,생활방범,4,,,,,02-820-2906,37.502511,126.950148,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로 41길 50(상도1동 440),,생활방범,4,,,,,02-820-2906,37.502509,126.95185,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로47다길 32(상도1동 319-1),,생활방범,4,,,,,02-820-2906,37.501578,126.953161,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로56길 6(상도1동 473-7),,생활방범,4,,,,,02-820-2906,37.496134,126.952592,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로15마길 22(상도2동 356-85) 서진파크빌라,,생활방범,4,,,,,02-820-2906,37.503376,126.933614,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로15아길 18(상도2동 361-52) 에비앙 엘리지,,생활방범,3,,,,,02-820-2906,37.504266,126.93464,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로26가길 8(상도2동 183-22) 오륙도해물탕,,생활방범,3,,,,,02-820-2906,37.503636,126.938269,2020.3.24
서울특별시동작구청,서울특별시 동작구 만양로1길 18(상도2동 22-43),,생활방범,3,,,,,02-820-2906,37.506361,126.946482,2020.3.24
서울특별시동작구청,서울특별시 동작구 대방동2길 38,,생활방범,3,,,,,02-820-2906,37.502696,126.927738,2020.3.24
서울특별시동작구청,서울특별시 동작구 국사봉10길 20(상도3동 299-109) 그린빌라,,생활방범,3,,,,,02-820-2906,37.495284,126.93111,2020.3.24
서울특별시동작구청,서울특별시 동작구 성대로6가길 41(상도3동 256-219),,생활방범,4,,,,,02-820-2906,37.496948,126.933476,2020.3.24
서울특별시동작구청,서울특별시 동작구 국사봉5길 1(상도3동 304-6),,생활방범,4,,,,,02-820-2906,37.49776,126.930216,2020.3.24
서울특별시동작구청,서울특별시 동작구 성대로21가길 29(상도4동 244-47) 한아름슈퍼,,생활방범,3,,,,,02-820-2906,37.499267,126.935076,2020.3.24
서울특별시동작구청,서울특별시 동작구 성대로10길 55(상도4동 279-52) 행복슈퍼,,생활방범,4,,,,,02-820-2906,37.495933,126.93643,2020.3.24
서울특별시동작구청,서울특별시 동작구 성대로31길 33(상도4동 202-221),,생활방범,4,,,,,02-820-2906,37.500228,126.938806,2020.3.24
서울특별시동작구청,서울특별시 동작구 양녕로28길 54(상도4동 211-132) 구립우리어린이집,,생활방범,5,,,,,02-820-2906,37.498074,126.946702,2020.3.24
서울특별시동작구청,서울특별시 동작구 서달로8가길2(흑석동 93-147),,생활방범,3,,,,,02-820-2906,37.505868,126.961821,2020.3.24
서울특별시동작구청,서울특별시 동작구 서달로10길 64(흑석동 84-10),,생활방범,1,,,,,02-820-2906,37.504228,126.962923,2020.3.24
서울특별시동작구청,서울특별시 동작구 흑석로3길 38-1(흑석동 200-12),,생활방범,3,,,,,02-820-2906,37.508554,126.955996,2020.3.24
서울특별시동작구청,서울특별시 동작구 서달로6길 19(흑석동 79-24),,생활방범,3,,,,,02-820-2906,37.503286,126.961867,2020.3.24
서울특별시동작구청,서울특별시 동작구 대방동3길 39,,생활방범,4,,,,,02-820-2906,37.50129,126.925405,2020.3.24
서울특별시동작구청,서울특별시 동작구 대방동2길 22,,생활방범,2,,,,,02-820-2906,37.501632,126.928497,2020.3.24
서울특별시동작구청,서울특별시 동작구 등용로4길 43(대방동 13-4),,생활방범,4,,,,,02-820-2906,37.50754,126.934881,2020.3.24
서울특별시동작구청,서울특별시 동작구 여의대방로62길 14(대방동 101-5)  주정차-24 같이,,생활방범,4,,,,,02-820-2906,37.513961,126.927954,2020.3.24
서울특별시동작구청,서울특별시 동작구 대방동 9길 14(대방동 391-249),,생활방범,3,,,,,02-820-2906,37.502113,126.926474,2020.3.24
서울특별시동작구청,서울특별시 동작구 여의대방로24라길 13(대방동 415-47),,생활방범,3,,,,,02-820-2906,37.498486,126.92241,2020.3.24
서울특별시동작구청,서울특별시 동작구 신대방2나길 1(신대방1동 621-1) 경농상회 앞,,생활방범,3,,,,,02-820-2906,37.489637,126.971126,2020.3.24
서울특별시동작구청,서울특별시 동작구 신대방1길 72(신대방1동 696-4),,생활방범,3,,,,,02-820-2906,37.485881,126.907861,2020.3.24
서울특별시동작구청,서울특별시 동작구 신대방1동 631-38 문창초등학교 옆,,생활방범,3,,,,,02-820-2906,37.488202,126.913845,2020.3.24
서울특별시동작구청,서울특별시 동작구 신대방1동 459-5 문창초등학교 옆,,생활방범,2,,,,,02-820-2906,37.489168,126.915635,2020.3.24
서울특별시동작구청,서울특별시 동작구 신대방14길 15(신대방1동 600-57) 천안슈퍼 부근,,생활방범,4,,,,,02-820-2906,37.489686,126.91114,2020.3.24
서울특별시동작구청,서울특별시 동작구 신대방14가길 47(신대방1동 632-58),,생활방범,3,,,,,02-820-2906,37.489872,126.913336,2020.3.24
서울특별시동작구청,서울특별시 동작구 여의대방로22카길 47(신대방2동 360-186) 로얄빌라,,생활방범,3,,,,,02-820-2906,37.496137,126.925826,2020.3.24
서울특별시동작구청,서울특별시 동작구 국사봉2길 29(신대방동 339-21),,생활방범,3,,,,,02-820-2906,37.497135,126.928482,2020.3.24
서울특별시동작구청,서울특별시 동작구 서울특별시 동작구 보라매로9길 12(신대방2동 344-88),,생활방범,4,,,,,02-820-2906,37.495,126.926443,2020.3.24
서울특별시동작구청,서울특별시 동작구 여의대방로22라길 23(신대방2동 366-131),,생활방범,5,,,,,02-820-2906,37.495315,126.923357,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로29가길 18(사당2동 89-52),,생활방범,3,,,,,02-820-2906,37.488725,126.981507,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로 43길 35 (사당2동 102-7) 청남빌라,,생활방범,4,,,,,02-820-2906,37.49718,126.98061,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로35가길 56(사당2동 68-18) 현대슈퍼 앞,,생활방범,3,,,,,02-820-2906,37.491329,126.978754,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로27길 38(사당2동 129-11),,생활방범,4,,,,,02-820-2906,37.487471,126.979921,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로29길 63-1(사당2동 127-40),,생활방범,3,,,,,02-820-2906,37.488666,126.978653,2020.3.24
서울특별시동작구청,서울특별시 동작구 남부순환로257가길 32(사당1동 419-24) 서안주택,,생활방범,1,,,,,02-820-2906,37.4788,126.975572,2020.3.24
서울특별시동작구청,서울특별시 동작구 남부순환로259길 10(사당1동 1050-2) 홈플러스 앞,,생활방범,3,,,,,02-820-2906,37.476405,126.972527,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로20길 63(사당1동 431-4),,생활방범,1,,,,,02-820-2906,37.480336,126.975619,2020.3.24
서울특별시동작구청,서울특별시 동작구 남부순환로265길 21(사당1동 1048-19),,생활방범,4,,,,,02-820-2906,37.47717,126.974711,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로29길 26(사당3동 141-97) 보람아트빌,,생활방범,3,,,,,02-820-2906,37.485536,126.97826,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로35길 43(사당2동 69-13),,생활방범,1,,,,,02-820-2906,37.491442,126.98031,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로27길 12(사당3동 141-160),,생활방범,5,,,,,02-820-2906,37.484973,126.978914,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로9나길7(사당3동 220-38),,생활방범,4,,,,,02-820-2906,37.486125,126.970305,2020.3.24
서울특별시동작구청,서울특별시 동작구 솔밭로 74-1(사당5동 235-61) 구립우리어린이집,,생활방범,3,,,,,02-820-2906,37.483101,126.967271,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로2자길 2-15(사당5동 188-12),,생활방범,4,,,,,02-820-2906,37.489331,126.964628,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로2차길 36(사당5동 206-16),,생활방범,5,,,,,02-820-2906,37.487015,126.965974,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로14길 38(사당4동 278-50) 세븐일레븐,,생활방범,3,,,,,02-820-2906,37.482635,126.971011,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로16길 14(사당4동 266-2),,생활방범,3,,,,,02-820-2906,37.482728,126.97348,2020.3.24
서울특별시동작구청,서울특별시 동작구 남부순환로255라길 4(사당4동 303-27),,생활방범,4,,,,,02-820-2906,37.477351,126.970335,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로20다길 15(사당4동 316-32),,생활방범,4,,,,,02-820-2906,37.480667,126.973501,2020.3.24
서울특별시동작구청,서울특별시 동작구 노량진로14길 29(노량진1동 83-7) 은하맨션 앞,,생활방범,4,,,,,02-820-2906,37.512362,126.942534,2020.3.24
서울특별시동작구청,서울특별시 동작구 노량진로30길 55(노량진1동 43-4) 본동종합사회복지관 인근,,생활방범,4,,,,,02-820-2906,37.510953,126.956854,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로47길 8(상도1동 464-33) 장안마트 앞,,생활방범,4,,,,,02-820-2906,37.499693,126.95137,2020.3.24
서울특별시동작구청,서울특별시 동작구 매봉로 37(상도1동 512) 예담어린이집 앞,,생활방범,4,,,,,02-820-2906,37.506506,126.950991,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로 119 (상도3동 352-1) 앞,,생활방범,4,,,,,02-820-2906,37.501462,126.933041,2020.3.24
서울특별시동작구청,서울특별시 동작구 양녕로28길 8(상도4동 211-207) 에덴빌라 앞,,생활방범,3,,,,,02-820-2906,37.498969,126.94462,2020.3.24
서울특별시동작구청,서울특별시 동작구 성대로17길 78(상도동 244-52),,생활방범,4,,,,,02-820-2906,37.500512,126.934254,2020.3.24
서울특별시동작구청,서울특별시 동작구 현충로22길 52(흑석동 276-12) 명성슈퍼 앞,,생활방범,4,,,,,02-820-2906,37.504835,126.971261,2020.3.24
서울특별시동작구청,서울특별시 동작구 서달로14길 11(흑석동 6-21),,생활방범,3,,,,,02-820-2906,37.508022,126.96365,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로35길 71(사당2동 67-8),,생활방범,4,,,,,02-820-2906,37.492523,126.979115,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로27길 86(사당3동 162-83),,생활방범,1,,,,,02-820-2906,37.486923,126.975568,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로13길 50(사당3동 1131-12) 구립청소년독서실 뒤,,생활방범,4,,,,,02-820-2906,37.48628,126.971528,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로20사길 29(사당4동 316-260) 남성중학교 뒤,,생활방범,3,,,,,02-820-2906,37.47911,126.972556,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로2아길 2(사당5동 188-1),,생활방범,3,,,,,02-820-2906,37.490168,126.964579,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당동 213-9(사당로6길 5),,생활방범,1,,,,,02-820-2906,37.486624,126.967617,2020.3.24
서울특별시동작구청,서울특별시 동작구 대방동길 30(대방동 392-1) 성은교회 앞,,생활방범,4,,,,,02-820-2906,37.502094,126.927893,2020.3.24
서울특별시동작구청,서울특별시 동작구 등용로8가길 2(대방동 13-13) 미래하이츠빌 앞,,생활방범,3,,,,,02-820-2906,37.50689,126.933515,2020.3.24
서울특별시동작구청,서울특별시 동작구 신대방1길 126(신대방1동 698-5) 중외제약 앞 골목길,,생활방범,1,,,,,02-820-2906,37.485264,126.904984,2020.3.24
서울특별시동작구청,서울특별시 동작구 보라매로7가길 14 (신대방2동 344-150),,생활방범,4,,,,,02-820-2906,37.4939,126.925753,2020.3.24
서울특별시동작구청,서울특별시 동작구 국사봉2나길 19(신대방2동 348-79),,생활방범,1,,,,,02-820-2906,37.496934,126.929566,2020.3.24
서울특별시동작구청,서울특별시 동작구 여의대방로10길 100(신대방1동 717) 신동아 파밀리에아파트 진입로,,생활방범,1,,,,,02-820-2906,37.492062,126.914575,2020.3.24
서울특별시동작구청,서울특별시 동작구 신대방2길 1(신대방1동 618-17) 수연약국 앞,,생활방범,4,,,,,02-820-2906,37.487677,126.912608,2020.3.24
서울특별시동작구청,서울특별시 동작구 보라매로11길 14(신대방2동 366-40) 천주교 신대방동교회 내,,생활방범,1,,,,,02-820-2906,37.495509,126.926304,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로 38길 52(상도1동 159-48),,생활방범,1,,,,,02-820-2906,37.500997,126.948616,2020.3.24
서울특별시동작구청,서울특별시 동작구 국사봉16길 4(상도3동 299-156) 옆,,생활방범,1,,,,,02-820-2906,37.494577,126.932779,2020.3.24
서울특별시동작구청,서울특별시 동작구 성대로16길 45-8,,생활방범,1,,,,,02-820-2906,37.496504,126.938819,2020.3.24
서울특별시동작구청,서울특별시 동작구 양녕로22바길 66(상도4동 211-80),,생활방범,3,,,,,02-820-2906,37.49773,126.947165,2020.3.24
서울특별시동작구청,서울특별시 동작구 서달로6길 93(흑석동 76-80) 도림사 입구 맞은편,,생활방범,1,,,,,02-820-2906,37.500251,126.962356,2020.3.24
서울특별시동작구청,서울특별시 동작구 등용로10나길 13(대방동 44-311),,생활방범,3,,,,,02-820-2906,37.509785,126.934401,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로2다길 84(사당5동 190-190),,생활방범,3,,,,,02-820-2906,37.489607,126.962954,2020.3.24
서울특별시동작구청,서울특별시 동작구 노량진로26길 31(노량진1동 49),,생활방범,4,,,,,02-820-2906,37.511247,126.954867,2020.3.24
서울특별시동작구청,서울특별시 동작구 흑석로5길 1-2(흑석동 204-171),,생활방범,4,,,,,02-820-2906,37.50678,126.957067,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로47길 39(상도1동 338),,생활방범,4,,,,,02-820-2906,37.501089,126.952186,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로34다길 26(상도2동 159-161),,생활방범,4,,,,,02-820-2906,37.502801,126.945828,2020.3.24
서울특별시동작구청,서울특별시 동작구 성대로37길 44(상도2동 201-23),,생활방범,4,,,,,02-820-2906,37.500733,126.938986,2020.3.24
서울특별시동작구청,서울특별시 동작구 국사봉8길 77(상도3동 301-40),,생활방범,4,,,,,02-820-2906,37.493446,126.931367,2020.3.24
서울특별시동작구청,서울특별시 동작구 국사봉6길 39(상도3동 299-202),,생활방범,4,,,,,02-820-2906,37.495792,126.929981,2020.3.24
서울특별시동작구청,서울특별시 동작구 양녕로25가길 24(상도4동 210-244) ,,생활방범,4,,,,,02-820-2906,37.499117,126.942447,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로23길 170(사당3동 173-26),,생활방범,4,,,,,02-820-2906,37.489549,126.971344,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로35길 120(사당2동 56-27),,생활방범,4,,,,,02-820-2906,37.492633,126.976701,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로33길 23(사당2동 77-63),,생활방범,4,,,,,02-820-2906,37.49055,126.98104,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로7길 80(사당1동 1038-25),,생활방범,4,,,,,02-820-2906,37.477791,126.978261,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로16라길 27(사당4동 278-109),,생활방범,5,,,,,02-820-2906,37.482028,126.969648,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로8길 24(사당5동 231-16),,생활방범,5,,,,,02-820-2906,37.484122,126.968809,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로20길 20(사당4동 321-109),,생활방범,3,,,,,02-820-2906,37.482189,126.975594,2020.3.24
서울특별시동작구청,서울특별시 동작구 남부순환로271길 14(사당1동 1041-11)사당노인종합복지관 주변(주정차-23같이),,생활방범,4,,,,,02-820-2906,37.47732,126.980062,2020.3.24
서울특별시동작구청,서울특별시 동작구 신대방16길 10(신대방1동 602-10),,생활방범,4,,,,,02-820-2906,37.490057,126.909711,2020.3.24
서울특별시동작구청,서울특별시 동작구 여의대방로22자길 1(신대방2동 360-24),,생활방범,4,,,,,02-820-2906,37.496973,126.924359,2020.3.24
서울특별시동작구청,서울특별시 동작구 장승배기로20길 4(노량진2동 229-135 이용국내과입구),,생활방범,4,,,,,02-820-2906,37.508377,126.940412,2020.3.24
서울특별시동작구청,서울특별시 동작구 장승배기로19길 42 (노량진2동 302-173),,생활방범,4,,,,,02-820-2906,37.50806,126.93763,2020.3.24
서울특별시동작구청,서울특별시 동작구 흑석로13길 7(흑석동 177-8),,생활방범,4,,,,,02-820-2906,37.508992,126.960979,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로25길 48(사당2동 708-490),,생활방범,3,,,,,02-820-2906,37.485208,126.979901,2020.3.24
서울특별시동작구청,서울특별시 동작구 남부순환로267나길 14(사당1동 419-148),,생활방범,1,,,,,02-820-2906,37.47837,126.977286,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로16자길 27(사당동 300-59),,생활방범,3,,,,,02-820-2906,37.4799,126.97026,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로60가길 13(상도1동 126-51),,생활방범,1,,,,,02-820-2906,37.493465,126.954259,2020.3.24
서울특별시동작구청,서울특별시 동작구 양녕로25마길 20(상도4동 210-166),,생활방범,5,,,,,02-820-2906,37.498074,126.941218,2020.3.24
서울특별시동작구청,서울특별시 동작구 서울특별시 동작구 신대방길 19(신대방1동 691-36),,생활방범,4,,,,,02-820-2906,37.487844,126.91161,2020.3.24
서울특별시동작구청,서울특별시 동작구 노량진로6라길 1(노량진2동 294-35),,생활방범,1,,,,,02-820-2906,37.508871,126.936006,2020.3.24
서울특별시동작구청,서울특별시 동작구 노량진로32길 53 동작실버타운 뒤 용봉정근린공원 입구,,생활방범,4,,,,,02-820-2906,37.511584,126.957506,2020.3.24
서울특별시동작구청,서울특별시 동작구 장승배기로19길 12(노량진2동 306-5),,생활방범,5,,,,,02-820-2906,37.508094,126.939253,2020.3.24
서울특별시동작구청,서울특별시 동작구 상도로38길 12(상도1동 728),,생활방범,4,,,,,02-820-2906,37.502087,126.94754,2020.3.24
서울특별시동작구청,서울특별시 동작구 장승배기로9나길 32-1(상도2동 200-83),,생활방범,3,,,,,02-820-2906,37.501368,126.938624,2020.3.24
서울특별시동작구청,서울특별시 동작구 국사봉8길 70(상도3동 302-2),,생활방범,4,,,,,02-820-2906,37.493876,126.931079,2020.3.24
서울특별시동작구청,서울특별시 동작구 양녕로20길 65(상도4동 214-228),,생활방범,4,,,,,02-820-2906,37.495272,126.94413,2020.3.24
서울특별시동작구청,서울특별시 동작구 흑석로9길 24(흑석동 194-58),,생활방범,4,,,,,02-820-2906,37.507815,126.958876,2020.3.24
서울특별시동작구청,서울특별시 동작구 남부순환로257가길 1(사당1동 446-5),,생활방범,3,,,,,02-820-2906,37.477385,126.972679,2020.3.24
서울특별시동작구청,서울특별시 동작구 동작대로43길 1(사당2동 102-31),,생활방범,4,,,,,02-820-2906,37.496431,126.982458,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로9라길 25(사당3동 220-67),,생활방범,4,,,,,02-820-2906,37.487183,126.970132,2020.3.24
서울특별시동작구청,서울특별시 동작구 사당로16사길 59(사당4동 300-32),,생활방범,3,,,,,02-820-2906,37.479738,126.96939,2020.3.24
