지방청,경찰서,관서명,동,구분,주소,위도,경도
서울청,서울남대문,명동,중구,파출소,서울특별시 중구  명동길 30 명동파출소,37.5635908,126.9839413
서울청,서울남대문,남대문,중구,파출소,서울특별시 중구  남대문시장4길 28-16,37.5591536,126.9762838
서울청,서울남대문,중림,중구,파출소,서울특별시 중구  중림로 36,37.5578491,126.9671034
서울청,서울남대문,회현,중구,파출소,서울특별시 중구  퇴계로6길 3-10,37.5580546,126.9788104
서울청,서울남대문,서소문,중구,파출소,서울특별시 중구  서소문로 131-1 서소문파출소,37.5628953,126.97381
서울청,서울서대문,충정로,서대문구,지구대,서울특별시 서대문구  독립문로 25-1,37.569703,126.961128
서울청,서울서대문,신촌,서대문구,지구대,서울특별시 서대문구  신촌역로 22,37.5585124,126.9429942
서울청,서울서대문,홍은,서대문구,파출소,서울특별시 서대문구 세검정로1길 112,37.5952095,126.9464058
서울청,서울서대문,연희,서대문구,파출소,서울특별시 서대문구  연희로25길 73,37.5702381,126.9328352
서울청,서울서대문,남가좌,서대문구,파출소,서울특별시 서대문구  가재울로4길 51,37.5760013,126.9240257
서울청,서울서대문,북가좌,서대문구,파출소,서울특별시 서대문구  증가로 244,37.5829532,126.9128641
서울청,서울서대문,홍제,서대문구,파출소,서울특별시 서대문구  통일로 441-1,37.5881333,126.94454
서울청,서울서대문,홍은2,서대문구,파출소,서울특별시 서대문구  연희로 298,37.5835594,126.9361809
서울청,서울혜화,혜화,종로구,파출소,서울특별시 종로구  창경궁로 279 ,37.5860682,127.0013943
서울청,서울혜화,대학로,종로구,파출소,서울특별시 종로구  이화장2길 33,37.5785746,127.0060286
서울청,서울혜화,명륜,종로구,파출소,서울특별시 종로구  성균관로 78,37.5892561,126.9975823
서울청,서울혜화,창신,종로구,파출소,서울특별시 종로구  지봉로13길 20-12,37.5787281,127.0135881
서울청,서울혜화,동묘,종로구,파출소,서울특별시 종로구  종로58가길 19 동묘파출소,37.5726459,127.0171044
서울청,서울혜화,덕산,종로구,파출소,서울특별시 종로구  창신길 98,37.5759533,127.0105115
서울청,서울혜화,종로5가,종로구,파출소,서울특별시 종로구  동호로 407,37.5706976,127.0016313
서울청,서울혜화,효제,종로구,파출소,서울특별시 종로구  종로41나길 24-6,37.5728729,127.0048535
서울청,서울용산,원효,용산구,지구대,서울특별시 용산구  백범로 329,37.5385513,126.9654268
서울청,서울용산,용중,용산구,지구대,"서울특별시 용산구  후암로16나길 17, 용중지구대",37.5491203,126.9784422
서울청,서울용산,이태원,용산구,파출소,서울특별시 용산구  이태원로 184,37.534272,126.9943892
서울청,서울용산,한남,용산구,파출소,"서울특별시 용산구  대사관로34길 53, 한남파출소",37.5310164,127.0062836
서울청,서울용산,보광,용산구,파출소,"서울특별시 용산구  보광로 25-1, 보광파출소",37.526679,127.0002185
서울청,서울용산,용산역,용산구,파출소,"서울특별시 용산구  한강대로198-2, 용산역파출소",37.5360751,126.9747042
서울청,서울용산,한강로,용산구,파출소,서울특별시 용산구  서빙고로67,37.5218624,126.9947508
서울청,서울용산,이촌,용산구,파출소,서울특별시 용산구  이촌로 219,37.5207592,126.9717021
서울청,서울성북,돈암,성북구,지구대,서울특별시 성북구  아리랑로5길 54,37.5972875,127.012384
서울청,서울성북,안암,성북구,지구대,서울특별시 성북구  지봉로21길 45,37.5867458,127.0165338
서울청,서울성북,길음,성북구,지구대,서울특별시 성북구  삼양로13길 51 길음지구대,37.6106459,127.0192236
서울청,서울성북,정릉,성북구,파출소,서울특별시 성북구  솔샘로 111,37.6160332,127.0085885
서울청,서울성북,정릉2,성북구,파출소,서울특별시 성북구  정릉로26길 6 정릉2파출소,37.6045307,127.0106875
서울청,서울성북,성북,성북구,파출소,서울특별시 성북구  성북로 94  성북파출소,37.5932791,126.9985215
서울청,서울동대문,답십리,동대문구,지구대,서울시 동대문구 답십리동 714(사가정로 2길 8),37.5711648,127.0507312
서울청,서울동대문,용신,동대문구,지구대,서울특별시 동대문구  청계천로549,37.5727877,127.0371701
서울청,서울동대문,청량리,동대문구,파출소,서울특별시 동대문구 약령시로21가길 8,37.5840995,127.0452886
서울청,서울동대문,제기,동대문구,파출소,서울특별시 동대문구 약령시로 17길 59-11,37.5855191,127.0420164
서울청,서울동대문,전농1,동대문구,파출소,서울특별시 동대문구 서울시립대로 56,37.576164,127.0479677
서울청,서울동대문,전농2,동대문구,파출소,서울특별시 동대문구 전농로38다길 21,37.5863347,127.0542139
서울청,서울동대문,장안1,동대문구,파출소,서울특별시 동대문구 답십리로 66길 3,37.5723087,127.0685476
서울청,서울동대문,장안2,동대문구,파출소,서울특별시 동대문구  답십리로 69길 100,37.5766821,127.0743597
서울청,서울동대문,이문,동대문구,파출소,서울특별시 동대문구  한천로 402,37.596489,127.0681013
서울청,서울동대문,휘경,동대문구,파출소,서울특별시 동대문구  한천로 266 휘경파출소,37.5898113,127.0626828
서울청,서울동대문,회기,동대문구,파출소,서울특별시 동대문구  회기로18길 2 회기파출소,37.5912574,127.0520259
서울청,서울마포,서강,마포구,지구대,"서울특별시 마포구  독막로22길 8(창전동, 서강지구대)",37.5473378,126.9291956
서울청,서울마포,공덕,마포구,지구대,서울특별시 마포구 마포대로 195-1,37.5548803,126.9538205
서울청,서울마포,월드컵,마포구,지구대,서울특별시 마포구  월드컵북로 30길 24,37.568674,126.9090939
서울청,서울마포,홍익,마포구,지구대,서울특별시 마포구  양화로11길 63,37.5520737,126.91491
서울청,서울마포,용강,마포구,지구대,서울특별시 마포구 토정로31길 35,37.5424468,126.9430762
서울청,서울마포,상암,마포구,파출소,서울특별시 마포구  매봉산로 76,37.5782243,126.8938226
서울청,서울마포,망원,마포구,파출소,서울특별시 마포구  망원로2길 63,37.5543039,126.9027233
서울청,서울마포,연남,마포구,파출소,서울특별시 마포구  연남로 4,37.5602909,126.9237287
서울청,서울영등포,중앙,영등포구,지구대,서울특별시 영등포구  영등포로46길 14,37.5179707,126.907501
서울청,서울영등포,여의도,영등포구,지구대,서울특별시 영등포구  여의공원로 120 여의도지구대,37.5268082,126.9223229
서울청,서울영등포,문래,영등포구,지구대,서울특별시 영등포구  경인로 759,37.5135415,126.8976376
서울청,서울영등포,신풍,영등포구,지구대,서울특별시 영등포구 신길동 4533-16,37.4990417,126.9127745
서울청,서울영등포,신길,영등포구,지구대,서울특별시 영등포구  신길로60다길 16 ,37.5134224,126.914154
서울청,서울영등포,양평,영등포구,파출소,서울특별시 영등포구  선유로 95,37.5226791,126.8896735
서울청,서울영등포,당산,영등포구,파출소,서울특별시 영등포구  당산로 221,37.5335846,126.9012608
서울청,서울영등포,대림,영등포구,파출소,서울특별시 영등포구  대림로23길 16-1,37.4933897,126.8986904
서울청,서울영등포,대림3,영등포구,파출소,서울특별시 영등포구 대림로 197,37.4982878,126.8980224
서울청,서울영등포,영등포역,영등포구,파출소,서울특별시 영등포구 경인로102길 13,37.5154709,126.9066823
서울청,서울성동,한양,성동구,지구대,서울특별시 성동구  사근동길 5,37.5602537,127.0417604
서울청,서울성동,성수,성동구,지구대,서울특별시 성동구  광나루로2길 35 성수지구대,37.5481496,127.0551847
서울청,서울성동,서울숲,성동구,지구대,서울특별시 성동구  성덕정길 77-2,37.5380285,127.0522468
서울청,서울성동,왕십리,성동구,파출소,서울특별시 성동구  마장로 205,37.5666299,127.0326446
서울청,서울성동,행당,성동구,파출소,서울특별시 성동구  행당로 89,37.5573954,127.0288355
서울청,서울성동,옥수,성동구,파출소,서울특별시 성동구  독서당로 211,37.5468967,127.0222403
서울청,서울성동,금호,성동구,파출소,서울특별시 성동구  금호로11길 2-1,37.5547311,127.0195793
서울청,서울성동,응봉,성동구,파출소,서울특별시 성동구  독서당로 373 응봉파출소,37.5501766,127.029465
서울청,서울성동,용답,성동구,파출소,서울특별시 성동구  용답중앙길 49 용답파출소,37.5647586,127.0517402
서울청,서울동작,사당,동작구,지구대,서울특별시 동작구  동작대로9길 35,37.4805401,126.9794943
서울청,서울동작,노량진,동작구,지구대,서울특별시 동작구  등용로12나길 2,37.5111035,126.9332818
서울청,서울동작,상도,동작구,지구대,서울특별시 동작구  등용로 24 ,37.5064584,126.9358532
서울청,서울동작,남성,동작구,지구대,서울특별시 동작구 사당로17나길 4,37.484109,126.9732359
서울청,서울동작,흑석,동작구,지구대,서울특별시 동작구 노량진로 248,37.5123614,126.9536299
서울청,서울동작,신대방,동작구,지구대,서울특별시 동작구 신대방1다길 24,37.4866108,126.9059328
서울청,서울동작,대방,동작구,파출소,서울특별시 동작구 여의대방로 130,37.4985239,126.9205649
서울청,서울광진,광나루,광진구,지구대,서울특별시 광진구 아차산로 567,37.5444174,127.1033029
서울청,서울광진,화양,광진구,지구대,서울특별시 광진구  능동로17길 39 화양지구대,37.5465667,127.0713499
서울청,서울광진,중곡1,광진구,파출소,서울특별시 광진구 능동로 385,37.5636844,127.0827722
서울청,서울광진,중곡2,광진구,파출소,서울특별시 광진구  능동로 346,37.5601783,127.0814728
서울청,서울광진,중곡3,광진구,파출소,서울특별시 광진구 동일로76가길 28,37.568753,127.0801314
서울청,서울광진,중곡4,광진구,파출소,서울특별시 광진구  용마산로24길 7,37.5652821,127.087088
서울청,서울광진,자양,광진구,파출소,서울특별시 광진구 뚝섬로36길 9,37.5338077,127.071603
서울청,서울광진,자양1,광진구,파출소,서울특별시 광진구  자양번영로 80,37.5365821,127.0769081
서울청,서울광진,자양4,광진구,파출소,서울특별시 광진구  뚝섬로22가길 43번지 자양4파출소,37.5351513,127.0636287
서울청,서울서부,응암,은평구,지구대,서울특별시 은평구  은평로 171,37.6015944,126.9264317
서울청,서울서부,신사,은평구,지구대,서울특별시 은평구  은평터널로5길 6호,37.5917805,126.905354
서울청,서울서부,녹번,은평구,파출소,서울특별시 은평구  진흥로 진흥로200,37.6087696,126.9318228
서울청,서울서부,응암3,은평구,파출소,서울특별시 은평구  응암로 208 ,37.5904854,126.9175249
서울청,서울강북,미아,강북구,지구대,서울특별시 강북구 도봉로 127,37.6201162,127.0282501
서울청,서울강북,솔샘,강북구,지구대,서울특별시 강북구 오헌로 4,37.6162882,127.0303875
서울청,서울강북,수유1,강북구,파출소,서울특별시 강북구  삼양로 305,37.6306463,127.0175553
서울청,서울강북,수유2,강북구,파출소,서울특별시 강북구 삼각산로 115,37.6408907,127.0170906
서울청,서울강북,수유3,강북구,파출소,서울특별시 강북구  한천로150길 76,37.6442941,127.0265698
서울청,서울강북,인수,강북구,파출소,서울특별시 강북구 인수봉로 227,37.6348094,127.0121083
서울청,서울강북,번동,강북구,파출소,서울특별시 강북구  한천로 969 번동파출소,37.635944,127.0325733
서울청,서울강북,번3,강북구,파출소,서울특별시 강북구  월계로 227,37.6235867,127.0481143
서울청,서울강북,삼양,강북구,파출소,서울특별시 강북구  삼양로 239-1,37.6247778,127.0181978
서울청,서울금천,금천,금천구,파출소,서울특별시 금천구 시흥대로57길 45,37.4541931,126.8998181
서울청,서울금천,문성,금천구,지구대,서울특별시 금천구  독산로 76길 20,37.4694894,126.9034274
서울청,서울금천,백산,금천구,지구대,서울특별시 금천구  탑골로2길 37 백산지구대,37.4509431,126.9125325
서울청,서울금천,가산,금천구,파출소,서울특별시 금천구  벚꽃로56길 174,37.479887,126.8880458
서울청,서울금천,독산,금천구,파출소,서울특별시 금천구  벚꽃로10길 89,37.4646229,126.8948192
서울청,서울중랑,망우,중랑구,지구대,서울특별시 중랑구  망우로 391,37.5990401,127.0955722
서울청,서울중랑,중화,중랑구,지구대,서울특별시 중랑구  중랑천로 146,37.5979703,127.0722128
서울청,서울중랑,용마,중랑구,지구대,서울특별시 중랑구 동일로 566,37.5808178,127.0798833
서울청,서울중랑,봉화,중랑구,지구대,서울특별시 중랑구  신내로 177,37.6147447,127.0955123
서울청,서울중랑,면목본동,중랑구,파출소,서울특별시 중랑구  상봉로 27,37.5881559,127.0938662
서울청,서울중랑,면목삼팔,중랑구,파출소,서울특별시 중랑구  사가정로41길 45 (면목3.8파출소),37.5831693,127.0841398
서울청,서울중랑,상봉,중랑구,파출소,서울특별시 중랑구  중랑천로 69 상봉파출소,37.5912877,127.0728347
서울청,서울중랑,먹골,중랑구,파출소,서울특별시 중랑구 숙선옹주로7길 1,37.6145819,127.0815539
서울청,서울강남,역삼,강남구,지구대,서울특별시 강남구 영동대로112길 4,37.5148693,127.0605326
서울청,서울강남,논현1,강남구,파출소,서울특별시 강남구 선릉로626,37.5123441,127.0434049
서울청,서울강남,논현2,강남구,파출소,서울특별시 강남구  학동로95길 19,37.5207498,127.0542437
서울청,서울강남,삼성1,강남구,파출소,서울특별시 강남구  도산대로 143,37.5183314,127.0241191
서울청,서울강남,삼성2,강남구,파출소,서울특별시 강남구  학동로169,37.513829,127.0292713
서울청,서울강남,청담,강남구,파출소,서울특별시 강남구  학동로 227 논현2파출소,37.5151684,127.0338307
서울청,서울강남,신사,강남구,파출소,서울특별시 강남구 압구정로311,37.5293104,127.0355977
서울청,서울강남,압구정,강남구,파출소,서울특별시 강남구 테헤란로114길 11(강남경찰서),37.5094352,127.0669578
서울청,서울관악,당곡,관악구,지구대,서울특별시 관악구  남부순환로191길 12 당곡지구대,37.4859605,126.9343649
서울청,서울관악,낙성대,관악구,지구대,"서울특별시 관악구  봉천로 540, 낙성대지구대",37.4870162,126.944725
서울청,서울관악,신림,관악구,지구대,서울특별시 관악구  남부순환로188길 12 신림지구대,37.4859605,126.9343649
서울청,서울관악,관악산,관악구,지구대,서울특별시 관악구  신림로 178 관악산지구대,37.4738232,126.9351708
서울청,서울관악,구암,관악구,지구대,서울특별시 관악구 은천로 93,37.4892615,126.9447409
서울청,서울관악,남현,관악구,파출소,서울특별시 관악구  남현1가길 29 남현파출소,37.4746571,126.9778055
서울청,서울관악,난우,관악구,파출소,서울특별시 관악구  난곡로64 난우파출소,37.4611022,126.919256
서울청,서울관악,미성,관악구,파출소,서울특별시 관악구  난곡로64가길 31,37.4798854,126.9156017
서울청,서울관악,신사,관악구,파출소,서울특별시 관악구  신사로 106,37.4872375,126.9141826
서울청,서울강서,화곡,강서구,지구대,서울특별시 강서구  화곡로 310,37.5516697,126.8499323
서울청,서울강서,공항,강서구,지구대,서울특별시 강서구  방화동로 5 공항지구대,37.5623378,126.8082918
서울청,서울강서,까치산,강서구,지구대,서울특별시 강서구  강서로7길 39,37.5293369,126.8455167
서울청,서울강서,가양,강서구,지구대,서울특별시 강서구 화곡로65길 63,37.5592093,126.850105
서울청,서울강서,곰달래,강서구,지구대,서울특별시 강서구  곰달래로59길 12,37.5328704,126.863125
서울청,서울강서,방화3,강서구,파출소,서울특별시 강서구  금낭화로26길 16,37.579759,126.8146713
서울청,서울강서,염창,강서구,파출소,서울특별시 강서구  공항대로59다길 80,37.5518528,126.8673896
서울청,서울강서,등촌2,강서구,파출소,서울특별시 강서구  등촌로 167 등촌2파출소,37.544802,126.8618709
서울청,서울강서,발산,강서구,파출소,서울특별시 강서구  수명로2길 46 발산파출소,37.549367,126.82604
서울청,서울강서,화곡3,강서구,파출소,서울특별시 강서구  강서로45다길 71,37.54464,126.8351506
서울청,서울강동,천호,강동구,지구대,"서울특별시 강동구  구천면로 141, 천호지구대",37.5425384,127.1207577
서울청,서울강동,길동,강동구,지구대,서울특별시 강동구  천호대로187길 6,37.5346275,127.1426113
서울청,서울강동,성내,강동구,지구대,서울특별시 강동구  성내로 57 성내지구대 ,37.5286563,127.1269388
서울청,서울강동,암사,강동구,지구대,서울특별시 강동구  고덕로 137 암사지구대,37.5563723,127.1417038
서울청,서울강동,둔촌,강동구,파출소,서울특별시 강동구  진황도로 239 둔촌파출소,37.5253206,127.1456766
서울청,서울강동,명일,강동구,파출소,서울특별시 강동구 동남로 895 명일파출소,37.5535951,127.1560914
서울청,서울강동,강일,강동구,파출소,서울특별시 강동구  아리수로91길 20,37.564829,127.1732001
서울청,서울강동,고덕,강동구,파출소,서울특별시 강동구  고덕로 61길61,37.5580119,127.1524482
서울청,서울종암,석관,성북구,파출소,서울특별시 성북구  화랑로32가길 20 석관파출소,37.6089199,127.0552386
서울청,서울종암,장위,성북구,지구대,서울특별시 성북구  화랑로19길 85 장위지구대,37.6099197,127.0512389
서울청,서울종암,월곡,성북구,지구대,서울특별시 성북구  종암로32길 5 월곡지구대,37.6044012,127.0324014
서울청,서울종암,종암,성북구,파출소,서울특별시 성북구  종암로23길 52,37.6000613,127.0312448
서울청,서울구로,신구로,구로구,지구대,서울특별시 구로구 새말로 26 신구로지구대,37.5031784,126.8820367
서울청,서울구로,오류,구로구,지구대,서울특별시 구로구  고척로1길 34 오류지구대,37.4947379,126.8388078
서울청,서울구로,구일,구로구,지구대,서울특별시 구로구  도림로 63 구일지구대,37.4892371,126.8907025
서울청,서울구로,고척,구로구,지구대,서울특별시 구로구 중앙로 15길 30 고척지구대,37.50654,126.8582329
서울청,서울구로,개봉,구로구,지구대,서울특별시 구로구  개봉로18길 5 개봉지구대,37.4917084,126.8564279
서울청,서울구로,구로3,구로구,파출소,서울특별시 구로구  디지털로31길 86 구로3파출소,37.4866541,126.8913691
서울청,서울구로,가리봉,구로구,파출소,서울특별시 구로구 남부순환로 1275 가리봉파출소,37.4791578,126.8926325
서울청,서울구로,천왕,구로구,파출소,서울특별시 구로구 오리로 1102-8,37.4837252,126.8413333
서울청,서울서초,반포,서초구,지구대,서울특별시 서초구 신반포로190,37.5059254,127.0051728
서울청,서울서초,서초2,서초구,파출소,"서울특별시 서초구  신반포로 190,(반포4동 19-5)",37.5059254,127.0051728
서울청,서울서초,서초3,서초구,파출소,서울특별시 서초구  남부순환로356길 9-1,37.4845065,127.0378022
서울청,서울서초,양재,서초구,파출소,서울특별시 서초구  바우뫼로 45,37.4718289,127.0271535
서울청,서울서초,서초,서초구,파출소,서울특별시 서초구  효령로 297,37.4852476,127.0167261
서울청,서울서초,우면,서초구,파출소,서울특별시 서초구  효령로77길 37,37.4921536,127.0279823
서울청,서울서초,내곡,서초구,파출소,서울특별시 서초구 헌릉로 226,37.4609151,127.0592102
서울청,서울양천,목1,양천구,지구대,서울특별시 양천구  목동동로 373,37.5351361,126.8785419
서울청,서울양천,목2,양천구,지구대,서울특별시 양천구  등촌로 166,37.544498,126.8623578
서울청,서울양천,신정1,양천구,지구대,서울특별시 양천구  중앙로32길 65,37.5202592,126.8607564
서울청,서울양천,신정2,양천구,지구대,서울특별시 양천구 목동로17길 5,37.5244026,126.8634198
서울청,서울양천,신월2,양천구,지구대,서울특별시 양천구 지양로 55,37.5199255,126.8348562
서울청,서울양천,신월1,양천구,파출소,서울특별시 양천구  남부순환로59길 8 ,37.5320157,126.8322333
서울청,서울양천,신정3,양천구,파출소,서울특별시 양천구  중앙로 205,37.5026898,126.8626537
서울청,서울양천,신월5,양천구,파출소,서울특별시 양천구  남부순환로31길 37,37.5390309,126.830662
서울청,서울송파,방이,송파구,지구대,서울특별시 송파구  양재대로71길 5-6 방이지구대,37.5102548,127.1257876
서울청,서울송파,잠실,송파구,지구대,서울특별시 송파구  올림픽로 101,37.5120611,127.0821273
서울청,서울송파,삼전,송파구,지구대,서울특별시 송파구  백제고분로 238,37.502637,127.0927349
서울청,서울송파,가락,송파구,지구대,서울특별시 송파구  중대로 179,37.4983341,127.1245729
서울청,서울송파,문정,송파구,지구대,서울특별시 송파구  새말로15길 9,37.4852924,127.1293578
서울청,서울송파,마천,송파구,파출소,서울특별시 송파구  마천로 41길 8,37.4969885,127.1481965
서울청,서울송파,거여,송파구,파출소,서울특별시 송파구  거마로10길 거마로 10길 9(거여동 181-621),37.4951853,127.1466778
서울청,서울송파,풍납,송파구,파출소,서울특별시 송파구  토성로 64 풍납파출소,37.5287364,127.1167626
서울청,서울송파,오금,송파구,파출소,서울특별시 송파구  마천로8길 17,37.5068633,127.1280871
서울청,서울송파,신천,송파구,파출소,서울특별시 송파구  올림픽로35길 12 신천파출소,37.520154,127.1125133
서울청,서울노원,당현,노원구,지구대,서울특별시 노원구  노원로17길 64번지,37.6419787,127.0683355
서울청,서울노원,월계,노원구,지구대,서울특별시 노원구  월계로55길 58,37.6336435,127.0592772
서울청,서울노원,화랑,노원구,지구대,서울특별시 노원구  동일로 1034,37.6225295,127.0745822
서울청,서울노원,노원역,노원구,지구대,서울특별시 노원구 노원로431,37.6549665,127.0669006
서울청,서울노원,불암,노원구,지구대,서울특별시 노원구  한글비석로 277,37.6523968,127.0773248
서울청,서울노원,마들,노원구,지구대,서울특별시 노원구  한글비석로 489 마들지구대,37.664552,127.063625
서울청,서울노원,당고개,노원구,파출소,서울특별시 노원구  상계로35길 29(임시청사),37.6714323,127.0778361
서울청,서울노원,상계1,노원구,파출소,서울특별시 노원구  동일로 1693,37.6796366,127.055018
서울청,서울방배,남태령,서초구,지구대,서울특별시 서초구  동작대로 34 남태령지구대,37.47949,126.982166
서울청,서울방배,서래,서초구,파출소,서울특별시 서초구  신반포로 16길 15-14,37.5041437,126.9970518
서울청,서울방배,이수,서초구,파출소,서울특별시 서초구  동광로19길 38,37.494111,126.9888371
서울청,서울방배,방배1,서초구,파출소,서울특별시 서초구  방배로16길 16-8,37.4844947,126.9968376
서울청,서울은평,불광,은평구,지구대,서울특별시 은평구  연서로 290,37.6213767,126.9265642
서울청,서울은평,연신내,은평구,지구대,서울특별시 은평구  갈현로 195,37.6150902,126.9126829
서울청,서울은평,진관,은평구,파출소,서울특별시 은평구  진관3로 38 진관파출소,37.6395427,126.9206863
서울청,서울은평,역촌,은평구,파출소,서울특별시 은평구  연서로 61,37.604417,126.9151634
서울청,서울은평,대조,은평구,파출소,서울특별시 은평구  통일로 737,37.6111026,126.9289669
서울청,서울도봉,창동,도봉구,지구대,서울특별시 도봉구 노해로 392,37.6522486,127.0517002
서울청,서울도봉,신창,도봉구,파출소,서울특별시 도봉구  도봉로104길 49-5,37.6434687,127.0345657
서울청,서울도봉,방학,도봉구,파출소,서울특별시 도봉구  도봉로145길 45 방학파출소,37.6644651,127.0399956
서울청,서울도봉,신방학,도봉구,파출소,서울특별시 도봉구  시루봉로5길 10,37.6633618,127.0334554
서울청,서울도봉,도봉1,도봉구,파출소,서울특별시 도봉구  도봉로169길 43 도봉1파출소,37.6794987,127.0434863
서울청,서울도봉,도봉2,도봉구,파출소,서울특별시 도봉구 도봉로 180나길 33,37.6839549,127.0492605
서울청,서울도봉,쌍문,도봉구,파출소,서울특별시 도봉구  방학로3길 132,37.6575398,127.0380646
서울청,서울도봉,숭미,도봉구,파출소,서울특별시 도봉구  노해로 139 숭미파출소,37.6474873,127.0255867
서울청,서울수서,도곡,강남구,지구대,서울특별시 강남구  언주로 426,37.5091043,127.0400763
서울청,서울수서,대치,강남구,지구대,서울특별시 강남구  삼성로 203,37.5027999,127.0590717
서울청,서울수서,수서,강남구,파출소,서울특별시 강남구  밤고개로1길 48,37.4890943,127.1048003
서울청,서울수서,대왕,강남구,파출소,서울특별시 강남구  헌릉로 623,37.4650919,127.1073045
서울청,서울수서,일원,강남구,파출소,서울특별시 강남구  일원로3길 35 일원파출소,37.4923791,127.083378
서울청,서울수서,개포,강남구,파출소,서울특별시 강남구  개포로 261(1268),37.4797412,127.0511593
